,model,file_name,car_id,car_score,avg_gt_depth,avg_pred_depth,rmse,horizontal_angle,rgb_image,gt_depth_map,pred_depth_map,car_mask
162,DepthPro,0000000035.png,3,0.977722,61.65917969,58.53078399,6.597959337,-4.824026207,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[17.09510162 13.88842753 13.16313776 ...  9.32230061  9.39603687
   9.73774384]
 [14.78118184 14.10523569 13.88840576 ...  9.46462962  9.56733704
   9.34238916]
 [13.91377221 13.94420551 13.97485174 ...  9.49861748  9.44474075
   9.30205212]
 ...
 [ 5.47063748  5.45166612  5.44260559 ...  6.96074397  6.96322204
   6.89445043]
 [ 5.40537311  5.43679111  5.43968747 ...  6.85348784  6.84447321
   6.70023821]
 [ 5.45319734  5.47599109  5.46102381 ...  6.74189071  6.76520779
   6.56632762]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
163,UniDepthV2,0000000035.png,3,0.977722,61.65917969,58.60287428,6.62689529,-4.824026207,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[12.01152853 12.01976919 12.02559916 ...  8.23081561  8.24667379
   8.21951167]
 [12.01352977 12.02160266 12.0041377  ...  8.23218822  8.23207388
   8.22084084]
 [11.96873342 12.00013621 11.9827052  ...  8.23335911  8.2334405
   8.22220097]
 ...
 [ 4.77508045  4.77372831  4.7804965  ...  5.95391712  5.96546023
   5.95743278]
 [ 4.77881282  4.77277263  4.77496561 ...  5.9237721   5.9352578
   5.92727329]
 [ 4.78262807  4.77196474  4.77872943 ...  5.89963582  5.90534646
   5.90311204]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
164,DepthPro,0000000035.png,4,0.945897,10.93645325,10.93756863,0.344224351,9.67113846,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[13.77575617 11.19172002 10.60725933 ...  7.51219518  7.57161412
   7.84697205]
 [11.91112877 11.36643068 11.19170248 ...  7.62688826  7.70965304
   7.52838316]
 [11.21214354 11.23666763 11.2613633  ...  7.65427671  7.6108612
   7.49587833]
 ...
 [ 4.40840714  4.39311943  4.38581818 ...  5.60918056  5.61117746
   5.55575919]
 [ 4.35581511  4.38113269  4.38346667 ...  5.52275028  5.51548602
   5.39925705]
 [ 4.39435334  4.41272124  4.40066014 ...  5.4328219   5.45161152
   5.29134779]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
165,UniDepthV2,0000000035.png,4,0.945897,10.93645325,10.96342758,0.551787584,9.67113846,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[11.01621564 11.02377345 11.02912034 ...  7.54878444  7.56332856
   7.53841718]
 [11.01805106 11.025455   11.00943724 ...  7.55004331  7.54993844
   7.53963621]
 [10.97696667 11.00576732 10.9897807  ...  7.55111718  7.55119182
   7.54088363]
 ...
 [ 4.37940232  4.37816223  4.38436958 ...  5.46055689  5.47114351
   5.46378123]
 [ 4.38282541  4.37728573  4.379297   ...  5.43290979  5.44344374
   5.43612085]
 [ 4.38632452  4.37654479  4.38274894 ...  5.41077351  5.41601095
   5.41396168]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
166,DepthPro,0000000035.png,5,0.952452,46.93369264,45.56069965,5.209468484,-0.613212839,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[15.01597729 12.19930229 11.56222303 ...  8.18851255  8.25328093
   8.55342914]
 [12.98347888 12.38974202 12.19928317 ...  8.31353136  8.40374739
   8.20615792]
 [12.22156452 12.24829649 12.2752155  ...  8.34338558  8.29606139
   8.17072671]
 ...
 [ 4.80529277  4.78862872  4.78067015 ...  6.11417093  6.11634761
   6.05594008]
 [ 4.74796592  4.77556283  4.77810693 ...  6.0199594   6.01204114
   5.88534816]
 [ 4.78997372  4.80999526  4.79684832 ...  5.92193483  5.94241607
   5.76772392]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
167,UniDepthV2,0000000035.png,5,0.952452,46.93369264,46.78356423,3.040175114,-0.613212839,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[11.00576008 11.01331072 11.01865253 ...  7.54161984  7.55615015
   7.53126242]
 [11.00759375 11.01499067 10.99898811 ...  7.54287752  7.54277275
   7.53248029]
 [10.96654836 10.99532168 10.97935023 ...  7.54395036  7.54402494
   7.53372653]
 ...
 [ 4.37524581  4.37400689  4.38020835 ...  5.45537424  5.46595081
   5.45859552]
 [ 4.37866565  4.37313122  4.37514058 ...  5.42775338  5.43827733
   5.43096139]
 [ 4.38216143  4.37239098  4.37858924 ...  5.40563811  5.41087058
   5.40882325]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
168,DepthPro,0000000035.png,6,0.959912,19.66327391,20.17583971,1.291000713,4.327206168,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[14.72368187 11.96183521 11.3371571  ...  8.02911802  8.09262564
   8.38693127]
 [12.73074731 12.14856791 11.96181647 ...  8.15170325  8.24016317
   8.0464199 ]
 [11.9836641  12.00987571 12.03627072 ...  8.18097634  8.13457335
   8.01167838]
 ...
 [ 4.71175473  4.69541506  4.6876114  ...  5.99515476  5.99728907
   5.9380574 ]
 [ 4.65554378  4.6826035   4.68509808 ...  5.90277711  5.89501298
   5.77078616]
 [ 4.69673387  4.71636568  4.70347465 ...  5.80666065  5.82674321
   5.65545155]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
169,UniDepthV2,0000000035.png,6,0.959912,19.66327391,21.23618869,4.0953783,4.327206168,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 72  81 102]
  [ 71  78 102]
  [ 70  78 102]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 74  80 103]
  [ 72  79 104]
  [ 71  80 104]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 78  81 101]
  [ 75  81 100]
  [ 73  81 101]]

 ...

 [[ 23  30  42]
  [ 17  19  38]
  [ 19  19  28]
  ...
  [ 24  28  41]
  [ 23  29  38]
  [ 24  29  35]]

 [[ 31  52  44]
  [ 17  32  37]
  [ 22  21  29]
  ...
  [ 21  27  41]
  [ 22  27  38]
  [ 22  27  35]]

 [[ 27  54  50]
  [ 19  39  42]
  [ 23  27  36]
  ...
  [ 23  28  39]
  [ 23  27  38]
  [ 22  26  36]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[11.24264345 11.25035661 11.25581339 ...  7.70394251  7.71878557
   7.69336216]
 [11.24451659 11.25207272 11.23572573 ...  7.70522725  7.70512023
   7.69460624]
 [11.20258776 11.23198038 11.21566516 ...  7.70632319  7.70639937
   7.69587931]
 ...
 [ 4.46941676  4.46815118  4.47448612 ...  5.57279343  5.58359764
   5.57608405]
 [ 4.47291021  4.46725667  4.46930927 ...  5.54457807  5.55532854
   5.54785513]
 [ 4.47648124  4.4665005   4.47283216 ...  5.5219868   5.52733189
   5.5252405 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
170,DepthPro,0000000036.png,0,0.996318,12.45197236,12.28492315,1.156689264,-15.2753566,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[16.58887175 12.32823601 11.50907467 ...  6.61117345  6.65476314
   6.87364151]
 [12.85604581 12.14965638 11.95426662 ...  6.78461249  6.82395198
   6.69601461]
 [11.99126014 11.97010201 11.94834241 ...  6.78396253  6.7489682
   6.67801541]
 ...
 [ 3.92125725  3.91215781  3.90440556 ...  5.66219373  5.66105273
   5.59814762]
 [ 3.87811743  3.89394548  3.91102374 ...  5.59657345  5.58918021
   5.48018255]
 [ 3.83819074  3.90397076  3.92787869 ...  5.50339977  5.5301284
   5.38044325]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
171,UniDepthV2,0000000036.png,0,0.996318,12.45197236,12.61646633,1.630444058,-15.2753566,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[10.88204246 10.88936562 10.87355283 ...  6.62149644  6.62140425
   6.61387679]
 [10.86261256 10.87008025 10.87510195 ...  6.62260269  6.6225105
   6.61497981]
 [10.86458511 10.87205743 10.87708191 ...  6.62381272  6.62372053
   6.61618613]
 ...
 [ 3.73589326  3.73481202  3.7365307  ...  5.43708911  5.44235263
   5.44152479]
 [ 3.73159146  3.73053732  3.73587334 ...  5.40965089  5.41488708
   5.41406573]
 [ 3.73086763  3.72978592  3.7315009  ...  5.38750862  5.3927235
   5.38665716]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
172,DepthPro,0000000036.png,1,0.987912,4.96690867,4.743100195,1.02356293,-32.60889694,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[15.63924652 11.62250966 10.85024098 ...  6.23271871  6.27381313
   6.48016187]
 [12.12010514 11.45415277 11.26994804 ...  6.39622929  6.43331679
   6.31270316]
 [11.30482388 11.28487694 11.26436296 ...  6.39561654  6.36262545
   6.29573432]
 ...
 [ 3.69678599  3.68820745  3.68089898 ...  5.33806306  5.33698738
   5.27768325]
 [ 3.65611571  3.67103769  3.6871383  ...  5.2761992   5.26922918
   5.16647106]
 [ 3.61847461  3.68048907  3.70302839 ...  5.18835922  5.21355778
   5.07244131]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
173,UniDepthV2,0000000036.png,1,0.987912,4.96690867,4.767065532,1.114433312,-32.60889694,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[10.86626559 10.87357814 10.85778827 ...  6.61189654  6.61180449
   6.60428794]
 [10.84686386 10.85432073 10.85933515 ...  6.61300119  6.61290914
   6.60538936]
 [10.84883355 10.85629504 10.86131224 ...  6.61420946  6.61411741
   6.60659393]
 ...
 [ 3.73047694  3.72939726  3.73111345 ...  5.42920638  5.43446227
   5.43363563]
 [ 3.72618137  3.72512876  3.73045705 ...  5.40180794  5.40703654
   5.40621637]
 [ 3.72545858  3.72437845  3.72609094 ...  5.37969777  5.38490509
   5.37884754]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
174,DepthPro,0000000036.png,2,0.981135,37.73325761,36.67025879,3.753983188,-7.995950129,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[18.2054429  13.52961191 12.63062401 ...  7.25542656  7.30326403
   7.54347191]
 [14.10885632 13.33362985 13.11919953 ...  7.44576709  7.48894017
   7.34853542]
 [13.15979803 13.13657806 13.11269801 ...  7.44505379  7.4066493
   7.32878221]
 ...
 [ 4.30338036  4.29339419  4.28488649 ...  6.21396959  6.2127174
   6.14368224]
 [ 4.25603661  4.27340709  4.29214961 ...  6.14195467  6.13384097
   6.01422158]
 [ 4.2122191   4.28440932  4.31064705 ...  6.0397013   6.06903461
   5.90476277]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
175,UniDepthV2,0000000036.png,2,0.981135,37.73325761,38.04681548,3.573548765,-7.995950129,"[[[255 255 255]
  [255 254 255]
  [255 255 255]
  ...
  [ 63  71  82]
  [ 54  64  83]
  [ 47  57  77]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 63  70  83]
  [ 52  64  84]
  [ 44  56  76]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 64  69  81]
  [ 49  62  83]
  [ 42  52  73]]

 ...

 [[ 46  36  39]
  [ 48  35  54]
  [ 49  50  71]
  ...
  [ 19  20  23]
  [ 18  20  25]
  [ 18  22  28]]

 [[ 45  43  39]
  [ 40  42  59]
  [ 49  56  75]
  ...
  [ 23  22  25]
  [ 23  21  26]
  [ 22  22  28]]

 [[ 45  63  87]
  [ 43  68  90]
  [ 55  73  92]
  ...
  [ 21  21  33]
  [ 21  22  31]
  [ 22  23  28]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[11.23564471 11.24320583 11.22687921 ...  6.83665605  6.83656086
   6.82878881]
 [11.21558345 11.2232938  11.22847868 ...  6.83779825  6.83770307
   6.82992767]
 [11.21762009 11.22533523 11.23052297 ...  6.8390476   6.83895241
   6.83117319]
 ...
 [ 3.85728778  3.8561714   3.85794593 ...  5.61376246  5.61919702
   5.61834228]
 [ 3.85284619  3.8517578   3.85726721 ...  5.58543267  5.590839
   5.58999096]
 [ 3.85209884  3.85098198  3.85275269 ...  5.56257091  5.56795524
   5.56169177]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
