,model,file_name,car_id,car_score,avg_gt_depth,avg_pred_depth,rmse,horizontal_angle,rgb_image,gt_depth_map,pred_depth_map,car_mask
93,UniDepthV2,0000000107.png,0,0.99629,35.03197504,35.02171436,0.916846286,-9.126956584,"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 58  71  57]
  [ 62  67  59]
  [ 66  65  56]]
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 59  78  60]
  [ 59  69  60]
  [ 58  64  60]]
 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [ 59  71  60]
  [ 55  66  61]
  [ 53  67  60]]
 ...
 [[ 75  78  74]
  [ 75  79  82]
  [ 80  79  96]
  ...
  [ 12  15  21]
  [ 12  15  21]
  [ 12  16  21]]
 [[ 94  79  74]
  [100  85  84]
  [ 97  90  95]
  ...
  [ 14  17  21]
  [ 13  16  21]
  [ 13  16  21]]
 [[ 96  88  79]
  [ 98  92  91]
  [ 94  93 101]
  ...
  [ 13  16  20]
  [ 13  16  20]
  [ 13  16  21]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[25.12141688 25.18684053 25.10084362 ...  8.05945407  8.07536785
   8.06623705]
 [25.1744684  25.19126551 25.1533872  ...  7.96680393  7.98253419
   7.97350442]
 [25.17862643 25.24456543 25.20601234 ...  7.89079519  7.90618621
   7.89724079]
 ...
 [ 5.58498464  5.58875616  5.59129074 ...  5.3711709   5.38158452
   5.38079203]
 [ 5.56760127  5.56597458  5.5738981  ...  5.34404776  5.35440855
   5.34841064]
 [ 5.54487623  5.5486167   5.55113182 ...  5.31705763  5.3222042
   5.32657402]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
94,DepthPro,0000000214.png,0,0.979288,21.83267517,21.91011046,0.836890484,7.782365002,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[9.30085153 8.8317699  8.22237332 ... 8.85157778 8.79969237 8.86410786]
 [7.11299306 7.34491457 7.48781361 ... 9.07142456 9.07305375 8.91432205]
 [6.37573134 6.42788483 6.57862403 ... 9.00844171 8.92815099 8.89754322]
 ...
 [3.48048705 3.46054786 3.46058362 ... 1.90975354 1.91055448 1.90971041]
 [3.47985099 3.47582335 3.4712249  ... 1.91215828 1.91711134 1.91719488]
 [3.5127573  3.50039184 3.49294887 ... 1.90630245 1.91362312 1.92375869]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
95,UniDepthV2,0000000214.png,0,0.979288,21.83267517,22.31733161,2.74522069,7.782365002,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[5.29376712 5.29769165 5.34164227 ... 8.62894663 8.62882559 8.61895166]
 [5.25344304 5.26774372 5.33220921 ... 8.59686624 8.59654011 8.5866998 ]
 [5.19304666 5.19719981 5.28174937 ... 8.56469255 8.56436809 8.55456141]
 ...
 [3.41966246 3.41869709 3.42701453 ... 2.10146959 2.1014656  2.09703717]
 [3.41570453 3.4180671  3.42638202 ... 2.09701679 2.09698779 2.09460945]
 [3.41840122 3.41743417 3.42574762 ... 2.09663791 2.09660891 2.09219245]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
96,DepthPro,0000000214.png,1,0.968437,2.371261761,2.231582458,0.766435515,35.50536825,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[9.93437769 9.43334464 8.7824391  ... 9.45450173 9.39908215 9.46788529]
 [7.59749356 7.84521237 7.99784496 ... 9.68932335 9.6910635  9.52151981]
 [6.81001336 6.86571928 7.02672607 ... 9.62205043 9.53629071 9.50359809]
 ...
 [3.71755992 3.69626258 3.69630077 ... 2.03983613 2.04069163 2.03979006]
 [3.71688054 3.71257856 3.70766688 ... 2.04240467 2.04769511 2.04778433]
 [3.75202826 3.73882053 3.73087058 ... 2.03614997 2.04396929 2.05479524]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
97,UniDepthV2,0000000214.png,1,0.968437,2.371261761,2.215801036,0.774835149,35.50536825,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[4.97688829 4.98057789 5.02189768 ... 8.11242777 8.11231398 8.10303109]
 [4.93897796 4.95242262 5.01302928 ... 8.08226768 8.08196106 8.07270979]
 [4.88219683 4.88610138 4.96558991 ... 8.05201986 8.05171483 8.04249516]
 ...
 [3.21496538 3.2140578  3.22187737 ... 1.97567803 1.97567428 1.97151093]
 [3.21124437 3.21346552 3.22128272 ... 1.97149176 1.9714645  1.96922853]
 [3.21377964 3.21287047 3.22068629 ... 1.97113556 1.9711083  1.96695621]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
98,DepthPro,0000000214.png,2,0.964936,61.01724466,60.3400626,3.35557524,4.238445313,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[13.13632189 12.47380112 11.61310255 ... 12.50177735 12.42849552
  12.51947456]
 [10.04623783 10.37379876 10.57562628 ... 12.8122842  12.81458522
  12.59039599]
 [ 9.00494529  9.07860575  9.29150655 ... 12.72332858 12.60992769
  12.56669794]
 ...
 [ 4.91576476  4.88760308  4.88765358 ...  2.69729467  2.6984259
   2.69723375]
 [ 4.91486641  4.90917785  4.9026831  ...  2.70069107  2.70768667
   2.70780465]
 [ 4.96134257  4.94387786  4.93336557 ...  2.69242042  2.70275998
   2.71707525]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
99,UniDepthV2,0000000214.png,2,0.964936,61.01724466,59.53462605,3.503330484,4.238445313,"[[[255 218 245]
  [255 255 255]
  [254 255 255]
  ...
  [ 16  18  20]
  [ 17  19  22]
  [ 19  19  22]]
 [[151 118 229]
  [215 188 255]
  [255 247 255]
  ...
  [ 17  18  25]
  [ 17  19  26]
  [ 16  19  24]]
 [[  0  55 133]
  [103  90 200]
  [255 148 209]
  ...
  [ 18  19  26]
  [ 16  19  27]
  [ 14  17  23]]
 ...
 [[134 170 172]
  [132 192 151]
  [121 172 125]
  ...
  [  9  10  13]
  [  9   9  12]
  [  9   9  11]]
 [[125 163 179]
  [113 178 144]
  [116 155 127]
  ...
  [ 11  13  14]
  [ 10  12  13]
  [ 10  10  11]]
 [[121 120  79]
  [114 117 121]
  [113 126 164]
  ...
  [ 12  13  17]
  [ 10  12  16]
  [ 10  11  13]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[4.91178597 4.91542731 4.9562066  ... 8.00630969 8.00619738 7.99703593]
 [4.87437155 4.88764034 4.9474542  ... 7.97654411 7.97624151 7.96711125]
 [4.81833317 4.82218664 4.90063538 ... 7.94669197 7.94639093 7.93729186]
 ...
 [3.17291065 3.17201494 3.17973222 ... 1.94983433 1.94983063 1.94572173]
 [3.16923831 3.17143041 3.17914535 ... 1.94570282 1.94567592 1.94346919]
 [3.17174042 3.17084314 3.17855672 ... 1.94535128 1.94532438 1.9412266 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
100,DepthPro,0000000749.png,0,0.947857,6.734345884,6.639573492,0.367056188,18.95125739,"[[[ 93 108 133]
  [101 106 134]
  [106 106 134]
  ...
  [255 255 255]
  [223 238 255]
  [196 174 238]]
 [[ 94 109 131]
  [ 98 108 131]
  [103 107 129]
  ...
  [255 242 255]
  [194 173 255]
  [139 104 221]]
 [[ 96 112 130]
  [ 96 114 131]
  [ 96 113 130]
  ...
  [255 155 228]
  [145 104 226]
  [ 78  76 177]]
 ...
 [[  4   8   6]
  [  4   9   6]
  [  4   9   6]
  ...
  [161 158 120]
  [172 165 119]
  [162 155 117]]
 [[  5   7   6]
  [  5   7   6]
  [  5   6   6]
  ...
  [165 144 118]
  [183 156 116]
  [178 159 116]]
 [[  5   6   6]
  [  5   6   6]
  [  5   6   6]
  ...
  [160 139 119]
  [177 130 119]
  [177 133 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[7.12335284 6.76395442 6.64476993 ... 8.12053508 8.15052076 8.09886266]
 [6.80027288 6.76044279 6.74597282 ... 8.13369633 8.13849617 7.93715931]
 [6.75134813 6.7666423  6.78557469 ... 7.98841445 7.90957356 7.8860067 ]
 ...
 [4.30963854 4.27247271 4.26656962 ... 6.06484684 6.06724008 6.016383  ]
 [4.26030058 4.2387075  4.2466869  ... 6.02202888 6.00642759 5.89851571]
 [4.25864773 4.26593042 4.25127145 ... 5.92875814 5.91396187 5.7822393 ]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
101,UniDepthV2,0000000749.png,0,0.947857,6.734345884,6.669951758,0.320658143,18.95125739,"[[[ 93 108 133]
  [101 106 134]
  [106 106 134]
  ...
  [255 255 255]
  [223 238 255]
  [196 174 238]]
 [[ 94 109 131]
  [ 98 108 131]
  [103 107 129]
  ...
  [255 242 255]
  [194 173 255]
  [139 104 221]]
 [[ 96 112 130]
  [ 96 114 131]
  [ 96 113 130]
  ...
  [255 155 228]
  [145 104 226]
  [ 78  76 177]]
 ...
 [[  4   8   6]
  [  4   9   6]
  [  4   9   6]
  ...
  [161 158 120]
  [172 165 119]
  [162 155 117]]
 [[  5   7   6]
  [  5   7   6]
  [  5   6   6]
  ...
  [165 144 118]
  [183 156 116]
  [178 159 116]]
 [[  5   6   6]
  [  5   6   6]
  [  5   6   6]
  ...
  [160 139 119]
  [177 130 119]
  [177 133 112]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[6.84971326 6.86774926 6.87105926 ... 8.11248999 8.11237705 8.08738401]
 [6.85082445 6.85559335 6.87220913 ... 8.08238789 8.08208286 8.05717964]
 [6.8519632  6.85673477 6.87318914 ... 8.06774815 8.05200922 8.02707932]
 ...
 [4.37577731 4.37022537 4.37216717 ... 5.76460729 5.77585212 5.7693922 ]
 [4.37073139 4.36518524 4.3671755  ... 5.75235267 5.75241047 5.75710423]
 [4.36561032 4.36006906 4.36205711 ... 5.72895549 5.73999443 5.73358076]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
102,DepthPro,0000000856.png,0,0.991581,37.5521965,38.13273627,1.850046572,-11.70616225,"[[[ 98  47  40]
  [ 65  46  34]
  [ 44  43  35]
  ...
  [ 38  43  47]
  [ 37  43  47]
  [ 37  43  47]]
 [[ 98  78  69]
  [ 92  72  68]
  [ 77  66  66]
  ...
  [ 38  44  49]
  [ 38  44  49]
  [ 38  43  49]]
 [[102  74  48]
  [122  80  52]
  [155  81  55]
  ...
  [ 38  46  49]
  [ 39  45  50]
  [ 40  44  49]]
 ...
 [[106 106 104]
  [104 105 108]
  [103 104 113]
  ...
  [  9  10  12]
  [  9  10  10]
  [  9   9   9]]
 [[103 106 104]
  [102 104 108]
  [101 102 109]
  ...
  [  9   9  13]
  [  8   9  11]
  [  8   9   9]]
 [[102 106 110]
  [103 105 101]
  [102 102  94]
  ...
  [ 10   9  15]
  [  8   8  14]
  [  8   9  10]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[40.73418636 26.18374199 23.47098348 ... 26.28714893 27.53457505
  25.55826137]
 [27.3326077  25.17248691 24.17963914 ... 27.07208759 27.93757609
  28.45322336]
 [23.83639538 23.97343345 23.85865854 ... 27.84653493 28.06412997
  28.85131847]
 ...
 [ 6.70772236  6.65702978  6.63506477 ...  5.26244131  5.24714445
   5.21115479]
 [ 6.58596928  6.58904944  6.60777986 ...  5.27732421  5.27892784
   5.22635366]
 [ 6.53676747  6.56466473  6.55531971 ...  5.26461988  5.2723773
   5.19228182]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
103,UniDepthV2,0000000856.png,0,0.991581,37.5521965,38.26818796,2.524183649,-11.70616225,"[[[ 98  47  40]
  [ 65  46  34]
  [ 44  43  35]
  ...
  [ 38  43  47]
  [ 37  43  47]
  [ 37  43  47]]
 [[ 98  78  69]
  [ 92  72  68]
  [ 77  66  66]
  ...
  [ 38  44  49]
  [ 38  44  49]
  [ 38  43  49]]
 [[102  74  48]
  [122  80  52]
  [155  81  55]
  ...
  [ 38  46  49]
  [ 39  45  50]
  [ 40  44  49]]
 ...
 [[106 106 104]
  [104 105 108]
  [103 104 113]
  ...
  [  9  10  12]
  [  9  10  10]
  [  9   9   9]]
 [[103 106 104]
  [102 104 108]
  [101 102 109]
  ...
  [  9   9  13]
  [  8   9  11]
  [  8   9   9]]
 [[102 106 110]
  [103 105 101]
  [102 102  94]
  ...
  [ 10   9  15]
  [  8   8  14]
  [  8   9  10]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[19.52226338 19.5355091  19.54441705 ... 24.76144854 24.76228171
  24.63782179]
 [19.52544303 19.53869254 19.5480728  ... 24.71761731 24.76582977
  24.64169481]
 [19.52860191 19.54186085 19.55077635 ... 24.67325141 24.76935705
  24.64554893]
 ...
 [ 6.15636837  6.16051533  6.16315654 ...  4.5599399   4.55982229
   4.5590935 ]
 [ 6.11928469  6.1234052   6.12617536 ...  4.55913412  4.55901651
   4.55828914]
 [ 6.09430986  6.0983241   6.08926596 ...  4.56272375  4.56266046
   4.55749281]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
104,DepthPro,0000000856.png,3,0.907987,48.22881112,47.94640899,3.06864886,-8.144539746,"[[[ 98  47  40]
  [ 65  46  34]
  [ 44  43  35]
  ...
  [ 38  43  47]
  [ 37  43  47]
  [ 37  43  47]]
 [[ 98  78  69]
  [ 92  72  68]
  [ 77  66  66]
  ...
  [ 38  44  49]
  [ 38  44  49]
  [ 38  43  49]]
 [[102  74  48]
  [122  80  52]
  [155  81  55]
  ...
  [ 38  46  49]
  [ 39  45  50]
  [ 40  44  49]]
 ...
 [[106 106 104]
  [104 105 108]
  [103 104 113]
  ...
  [  9  10  12]
  [  9  10  10]
  [  9   9   9]]
 [[103 106 104]
  [102 104 108]
  [101 102 109]
  ...
  [  9   9  13]
  [  8   9  11]
  [  8   9   9]]
 [[102 106 110]
  [103 105 101]
  [102 102  94]
  ...
  [ 10   9  15]
  [  8   8  14]
  [  8   9  10]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[40.28614978 25.8957462  23.2128254  ... 25.99801576 27.23172141
  25.27714526]
 [27.0319755  24.89561394 23.91368654 ... 26.77432086 27.63028982
  28.14026547]
 [23.57421812 23.70974891 23.59623641 ... 27.54025003 27.75545174
  28.53398192]
 ...
 [ 6.63394392  6.5838089   6.56208549 ...  5.20455956  5.18943094
   5.15383713]
 [ 6.51353     6.51657628  6.53510069 ...  5.21927875  5.22086475
   5.16886883]
 [ 6.46486937  6.49245978  6.48321755 ...  5.20671416  5.21438626
   5.13517175]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
105,UniDepthV2,0000000856.png,3,0.907987,48.22881112,48.37075821,2.780768802,-8.144539746,"[[[ 98  47  40]
  [ 65  46  34]
  [ 44  43  35]
  ...
  [ 38  43  47]
  [ 37  43  47]
  [ 37  43  47]]
 [[ 98  78  69]
  [ 92  72  68]
  [ 77  66  66]
  ...
  [ 38  44  49]
  [ 38  44  49]
  [ 38  43  49]]
 [[102  74  48]
  [122  80  52]
  [155  81  55]
  ...
  [ 38  46  49]
  [ 39  45  50]
  [ 40  44  49]]
 ...
 [[106 106 104]
  [104 105 108]
  [103 104 113]
  ...
  [  9  10  12]
  [  9  10  10]
  [  9   9   9]]
 [[103 106 104]
  [102 104 108]
  [101 102 109]
  ...
  [  9   9  13]
  [  8   9  11]
  [  8   9   9]]
 [[102 106 110]
  [103 105 101]
  [102 102  94]
  ...
  [ 10   9  15]
  [  8   8  14]
  [  8   9  10]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[18.73924924 18.7519637  18.76051435 ... 23.76829709 23.76909684
  23.64962885]
 [18.74230137 18.75501945 18.76402348 ... 23.72622387 23.7725026
  23.65334653]
 [18.74533354 18.75806069 18.7666186  ... 23.68363743 23.7758884
  23.65704607]
 ...
 [ 5.90944395  5.91342459  5.91595986 ...  4.37704628  4.37693339
   4.37623383]
 [ 5.87384765  5.8778029   5.88046195 ...  4.37627282  4.37615993
   4.37546173]
 [ 5.84987454  5.85372777  5.84503294 ...  4.37971847  4.37965772
   4.37469734]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
106,DepthPro,0000000963.png,0,0.989472,8.174025738,8.180445431,0.408453673,15.67548353,"[[[ 45  28  27]
  [ 44  29  28]
  [ 43  31  26]
  ...
  [  8  10  16]
  [  8   9  15]
  [  9  10  14]]
 [[ 46  27  28]
  [ 44  29  28]
  [ 43  31  28]
  ...
  [ 10   7  13]
  [  9   9  14]
  [  8  11  12]]
 [[ 47  29  29]
  [ 46  28  28]
  [ 44  30  28]
  ...
  [ 11   8  11]
  [  8  10  10]
  [  6   9   9]]
 ...
 [[178 255 255]
  [138 236 216]
  [150 190 146]
  ...
  [ 12   7   7]
  [ 12   7   6]
  [ 12   7   5]]
 [[190 255 255]
  [170 237 207]
  [178 194 152]
  ...
  [ 10   7   7]
  [ 10   7   7]
  [ 10   8   5]]
 [[184 255 255]
  [174 231 212]
  [178 192 179]
  ...
  [ 11   6   8]
  [ 10   7   8]
  [ 10   8   8]]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]","[[7.55921339 7.21754608 7.09570608 ... 8.3393937  8.32702136 8.5040079 ]
 [7.21610401 7.1982625  7.20636888 ... 8.47513672 8.4984762  8.34276004]
 [7.18023432 7.2232748  7.25080871 ... 8.47075292 8.39360688 8.34160944]
 ...
 [3.43769627 3.43121233 3.45058543 ... 4.83798909 4.83962278 4.79218185]
 [3.47228627 3.45915061 3.46280955 ... 4.82688385 4.82280277 4.73724088]
 [3.487722   3.50336149 3.51130999 ... 4.80847559 4.77198651 4.59560272]]","[[False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]
 ...
 [False False False ... False False False]
 [False False False ... False False False]
 [False False False ... False False False]]"
